Date,Open Price,High Price,Low Price,Close Price,Traded Value^,No. Of Trades,Traded Quantity
15-02-2023,"3,487.00","3,526.00","3,460.15","3,520.65",499.75,76223,1429449
14-02-2023,"3,505.00","3,524.85","3,495.00","3,500.10",554.80,103413,1579818
13-02-2023,"3,549.00","3,549.00","3,473.40","3,482.40",380.07,77431,1087939
10-02-2023,"3,520.00","3,542.35","3,508.15","3,537.55",419.31,84631,1187821
09-02-2023,"3,515.00","3,547.60","3,505.30","3,540.85",585.03,109544,1655427
08-02-2023,"3,478.05","3,539.90","3,478.05","3,520.10",700.42,131473,1986946
07-02-2023,"3,468.90","3,493.00","3,461.40","3,472.55",506.35,76997,1455647
06-02-2023,"3,473.15","3,473.15","3,436.85","3,459.95",393.66,104578,1138714
03-02-2023,"3,504.00","3,504.00","3,452.90","3,482.30",628.53,177332,1804469
02-02-2023,"3,427.00","3,469.00","3,420.10","3,460.40",625.61,144428,1813847
01-02-2023,"3,363.00","3,419.00","3,355.00","3,408.35",746.16,133318,2205161
31-01-2023,"3,449.00","3,449.00","3,351.00","3,358.70",950.76,184017,2820375
30-01-2023,"3,420.00","3,458.45","3,385.55","3,433.65",668.94,154180,1953798
27-01-2023,"3,426.00","3,446.00","3,382.30","3,411.05",610.05,138824,1785879
25-01-2023,"3,425.30","3,435.00","3,405.00","3,429.75",299.25,73515,874110
24-01-2023,"3,425.00","3,451.95","3,417.30","3,436.30",476.69,100270,1387863
23-01-2023,"3,388.00","3,419.00","3,355.60","3,414.90",362.42,77981,1067916
20-01-2023,"3,365.00","3,394.65","3,355.60","3,363.10",516.11,89365,1529349
19-01-2023,"3,380.00","3,387.00","3,361.00","3,373.10",535.02,97108,1585044
18-01-2023,"3,380.00","3,408.95","3,372.25","3,390.00",822.01,121397,2421189
17-01-2023,"3,330.00","3,381.80","3,321.00","3,378.40",568.00,110473,1688475
16-01-2023,"3,317.00","3,353.00","3,298.05","3,334.05",613.77,134180,1843607
13-01-2023,"3,342.90","3,379.00","3,305.00","3,374.55",584.37,107218,1742837
12-01-2023,"3,329.00","3,350.00","3,315.55","3,334.35",750.34,179303,2250391
11-01-2023,"3,290.10","3,349.50","3,271.15","3,328.70",904.48,144583,2720512
10-01-2023,"3,285.00","3,298.00","3,230.10","3,286.40","1,259.56",236636,3864655
09-01-2023,"3,229.00","3,327.00","3,221.15","3,319.95",952.16,173806,2885060
06-01-2023,"3,300.00","3,301.55","3,200.00","3,211.55",806.13,177937,2488376
05-01-2023,"3,330.20","3,337.30","3,281.95","3,311.10",604.69,128658,1826057
04-01-2023,"3,306.70","3,327.35","3,286.20","3,314.65",407.24,76844,1231668
03-01-2023,"3,252.00","3,320.00","3,245.30","3,311.35",410.95,78401,1245178
02-01-2023,"3,261.00","3,266.85","3,235.20","3,261.45",230.89,51003,709547
30-12-2022,"3,286.05","3,299.00","3,246.20","3,256.70",381.20,66390,1163131
29-12-2022,"3,231.10","3,271.50","3,228.00","3,268.75",337.73,68726,1037927
28-12-2022,"3,249.80","3,266.10","3,226.00","3,257.10",295.95,72613,910795
27-12-2022,"3,269.20","3,273.80","3,231.50","3,259.50",271.77,69823,835883
26-12-2022,"3,228.35","3,272.00","3,225.05","3,252.90",283.42,73081,870157
23-12-2022,"3,217.00","3,266.85","3,217.00","3,228.35",440.65,114542,1360281
22-12-2022,"3,294.00","3,294.00","3,245.10","3,259.70",451.35,97031,1384101
21-12-2022,"3,249.00","3,283.05","3,240.00","3,268.55",467.09,106805,1432566
20-12-2022,"3,198.90","3,249.00","3,163.65","3,243.95",491.31,104239,1529971
19-12-2022,"3,227.00","3,245.50","3,194.50","3,202.05",680.87,102305,2120965
16-12-2022,"3,275.00","3,292.00","3,225.20","3,240.25",880.07,128993,2703680
15-12-2022,"3,358.80","3,364.75","3,298.95","3,305.10",470.80,80331,1415694
14-12-2022,"3,348.80","3,377.00","3,340.90","3,365.35",407.94,70963,1213311
13-12-2022,"3,277.20","3,336.45","3,267.80","3,332.10",456.24,73699,1378016
12-12-2022,"3,255.50","3,296.00","3,236.10","3,286.45",500.21,103407,1527610
09-12-2022,"3,374.10","3,374.10","3,276.35","3,292.75",595.01,141806,1797896
08-12-2022,"3,360.00","3,380.60","3,339.45","3,350.55",430.99,106006,1285619
07-12-2022,"3,368.30","3,393.70","3,354.00","3,380.60",393.86,69818,1167505
06-12-2022,"3,400.05","3,407.95","3,368.00","3,385.35",394.74,107645,1166999
05-12-2022,"3,433.00","3,439.15","3,407.00","3,425.90",504.28,97290,1475065
02-12-2022,"3,458.10","3,468.90","3,413.00","3,439.15",827.71,145867,2411749
01-12-2022,"3,425.00","3,480.00","3,420.00","3,475.65",755.79,142859,2180856
30-11-2022,"3,383.00","3,414.90","3,375.00","3,390.80","1,157.67",130194,3410702
29-11-2022,"3,383.00","3,429.00","3,383.00","3,397.35",537.68,125430,1576028
28-11-2022,"3,366.00","3,417.00","3,365.55","3,395.25",745.46,112975,2195437
25-11-2022,"3,383.00","3,403.35","3,348.00","3,389.65",536.23,100208,1588981
24-11-2022,"3,316.25","3,392.95","3,308.30","3,380.15",435.04,79969,1296591
23-11-2022,"3,330.00","3,330.00","3,291.00","3,308.30",380.55,66618,1150011
22-11-2022,"3,280.00","3,318.95","3,255.25","3,314.95",378.00,70513,1149739
21-11-2022,"3,322.50","3,333.70","3,273.00","3,283.50",429.86,84298,1304194
18-11-2022,"3,350.00","3,362.75","3,321.00","3,343.45",389.06,76531,1164540
17-11-2022,"3,340.00","3,360.00","3,317.75","3,349.00",473.97,88776,1417986
16-11-2022,"3,338.90","3,367.90","3,321.45","3,355.35",586.22,103674,1748235
15-11-2022,"3,321.00","3,339.95","3,292.00","3,332.60",464.19,83190,1400708
14-11-2022,"3,324.00","3,349.00","3,309.00","3,335.50",447.29,95353,1342074
11-11-2022,"3,269.60","3,341.60","3,255.05","3,315.95","1,082.68",196708,3265394
10-11-2022,"3,170.00","3,225.00","3,170.00","3,205.65",504.68,107924,1573092
09-11-2022,"3,249.80","3,249.80","3,201.65","3,216.05",374.65,76155,1162267
07-11-2022,"3,229.00","3,242.80","3,195.10","3,233.70",475.23,119792,1474498
04-11-2022,"3,217.00","3,220.05","3,166.15","3,217.40",467.32,72621,1464013
03-11-2022,"3,228.05","3,228.05","3,195.00","3,206.75",456.12,84814,1422652
02-11-2022,"3,270.00","3,270.00","3,222.05","3,241.70",455.56,94898,1405955
01-11-2022,"3,214.50","3,262.60","3,203.45","3,259.70",969.57,149009,2991060
31-10-2022,"3,199.00","3,199.00","3,177.80","3,193.15",612.61,94303,1919414
28-10-2022,"3,150.00","3,178.50","3,145.00","3,163.25",429.00,71311,1355739
27-10-2022,"3,160.70","3,174.00","3,134.35","3,157.40",770.84,130001,2438421
25-10-2022,"3,180.50","3,184.25","3,151.15","3,162.10",655.29,99745,2069643
24-10-2022,"3,170.10","3,178.00","3,155.00","3,161.70",82.64,25561,260949
21-10-2022,"3,157.80","3,160.40","3,127.00","3,137.40",321.04,45961,1021913
20-10-2022,"3,105.00","3,160.00","3,105.00","3,157.30",499.22,94048,1587601
19-10-2022,"3,159.00","3,159.00","3,112.00","3,121.85",373.69,72626,1194289
18-10-2022,"3,150.00","3,155.35","3,128.55","3,144.70",563.78,94404,1793722
17-10-2022,"3,072.65","3,128.40","3,071.45","3,111.75",471.35,100859,1517005
14-10-2022,"3,145.00","3,150.00","3,071.00","3,099.15",699.96,118456,2245977
13-10-2022,"3,100.75","3,110.00","3,052.35","3,103.30",633.40,104137,2054781
12-10-2022,"3,084.90","3,109.90","3,062.05","3,100.75",515.25,103190,1665247
11-10-2022,"3,100.00","3,145.00","3,053.35","3,069.55","1,463.36",236043,4730645
10-10-2022,"3,010.00","3,127.00","3,005.00","3,118.55",947.95,166518,3064063
07-10-2022,"3,097.40","3,105.00","3,058.10","3,064.90",596.41,103889,1939879
06-10-2022,"3,111.00","3,124.00","3,092.45","3,101.95",556.42,119572,1790816
04-10-2022,"3,029.95","3,098.00","3,023.00","3,091.15",659.42,124233,2145875
03-10-2022,"2,995.00","3,020.70","2,974.00","2,984.95",528.07,107448,1763331
30-09-2022,"2,990.85","3,019.70","2,950.10","3,004.55",840.47,171103,2817353
29-09-2022,"3,054.00","3,055.85","2,990.00","2,997.30",750.47,133642,2493902
28-09-2022,"2,980.00","3,049.95","2,980.00","3,035.65",829.81,151305,2739767
27-09-2022,"3,009.40","3,025.00","2,976.00","3,017.45",669.42,131328,2227447
26-09-2022,"2,959.85","3,025.85","2,926.10","2,994.40",871.14,167767,2925489
23-09-2022,"3,004.00","3,022.50","2,979.00","2,982.05",796.00,187233,2652374
22-09-2022,"2,990.00","3,029.95","2,979.30","3,007.40",607.56,137752,2017983
21-09-2022,"3,028.00","3,041.40","2,998.15","3,001.20",678.76,201995,2253818
20-09-2022,"3,050.00","3,079.95","3,030.00","3,040.30",472.50,123732,1544295
19-09-2022,"3,036.00","3,042.00","2,987.80","3,028.80",626.74,151579,2072220
16-09-2022,"3,076.00","3,094.35","3,000.00","3,008.70","1,611.14",347665,5322221
15-09-2022,"3,130.00","3,137.75","3,100.00","3,104.35",665.28,154835,2138023
14-09-2022,"3,135.00","3,141.40","3,113.80","3,120.40","1,590.69",292423,5090269
13-09-2022,"3,263.45","3,263.45","3,225.00","3,229.35",638.57,116114,1972678
12-09-2022,"3,239.90","3,269.80","3,225.00","3,242.95",580.72,117081,1785928
09-09-2022,"3,195.00","3,233.50","3,168.50","3,217.65",499.78,103256,1561185
08-09-2022,"3,170.00","3,183.50","3,160.10","3,169.65",426.66,68717,1346113
07-09-2022,"3,102.00","3,161.90","3,102.00","3,149.60",404.93,89078,1291534
06-09-2022,"3,135.50","3,140.85","3,106.35","3,127.05",604.83,130549,1936453
05-09-2022,"3,123.65","3,147.95","3,112.25","3,133.40",673.41,108628,2147912
02-09-2022,"3,163.00","3,163.00","3,120.30","3,130.40",643.86,135641,2052900
01-09-2022,"3,190.00","3,190.00","3,121.00","3,131.70","1,113.26",262677,3546935
30-08-2022,"3,155.00","3,226.50","3,142.10","3,211.15","1,095.30",123249,3431525
29-08-2022,"3,125.00","3,142.70","3,081.00","3,132.55",792.84,218828,2539173
26-08-2022,"3,234.30","3,257.00","3,216.80","3,222.20",472.01,100672,1457962
25-08-2022,"3,276.00","3,278.15","3,214.75","3,218.20",630.84,139860,1946930
24-08-2022,"3,292.00","3,308.00","3,250.20","3,255.35",551.87,122084,1691923
23-08-2022,"3,319.95","3,341.90","3,270.00","3,284.60",609.86,164215,1849256
22-08-2022,"3,365.00","3,384.10","3,347.40","3,354.55",516.76,106447,1536532
19-08-2022,"3,387.00","3,421.50","3,371.25","3,385.75",474.60,79927,1398410
18-08-2022,"3,390.00","3,392.00","3,362.00","3,381.25",482.87,84565,1430659
17-08-2022,"3,385.10","3,417.95","3,371.10","3,401.10",551.94,98890,1622326
16-08-2022,"3,411.00","3,414.85","3,387.50","3,392.70",285.44,53268,839942
12-08-2022,"3,419.00","3,419.00","3,381.25","3,401.55",500.30,75873,1472354
11-08-2022,"3,400.00","3,428.70","3,375.05","3,422.50",494.64,122934,1449248
10-08-2022,"3,385.00","3,385.00","3,335.00","3,354.25",629.25,125360,1878359
08-08-2022,"3,365.00","3,378.90","3,336.00","3,374.45",359.50,82770,1068836
05-08-2022,"3,361.20","3,377.00","3,355.00","3,365.05",372.51,75240,1106933
04-08-2022,"3,350.00","3,387.90","3,307.35","3,354.95",720.43,152934,2150567
03-08-2022,"3,280.00","3,349.00","3,277.05","3,339.50",961.86,156174,2895824
02-08-2022,"3,290.00","3,312.90","3,271.65","3,291.80",417.50,93507,1269114
01-08-2022,"3,327.00","3,327.00","3,271.00","3,298.80",430.85,116856,1306913
29-07-2022,"3,290.00","3,317.30","3,275.00","3,301.90",801.15,114501,2430257
28-07-2022,"3,216.00","3,264.00","3,201.65","3,260.50",682.89,148541,2106333
27-07-2022,"3,115.00","3,194.10","3,110.00","3,188.85",438.93,91855,1389808
26-07-2022,"3,164.70","3,168.90","3,096.50","3,115.90",824.31,123369,2639367
25-07-2022,"3,165.00","3,186.45","3,149.10","3,166.75",569.19,100813,1797504
22-07-2022,"3,185.00","3,197.00","3,143.50","3,171.00",657.32,111772,2075886
21-07-2022,"3,167.00","3,184.00","3,144.05","3,177.30",767.44,133492,2420640
20-07-2022,"3,107.80","3,171.95","3,098.05","3,164.80","1,069.36",181848,3402251
19-07-2022,"3,030.05","3,078.95","3,030.05","3,074.25",571.61,114155,1865074
18-07-2022,"3,023.00","3,076.95","3,014.30","3,063.50",978.21,188515,3202795
15-07-2022,"3,018.55","3,028.90","2,953.00","2,994.60","1,367.63",214162,4574806
14-07-2022,"3,056.00","3,057.00","2,967.00","2,998.75","1,432.13",300086,4764908
13-07-2022,"3,104.00","3,110.00","3,035.00","3,038.75","1,183.02",235688,3863530
12-07-2022,"3,114.90","3,136.20","3,080.25","3,084.70","1,160.52",205086,3734815
11-07-2022,"3,206.15","3,225.00","3,106.00","3,113.80","2,182.77",380075,6974600
08-07-2022,"3,300.00","3,305.00","3,250.00","3,265.45",700.13,124842,2136916
07-07-2022,"3,271.00","3,319.40","3,265.05","3,287.85",656.16,134817,1989921
06-07-2022,"3,218.50","3,268.50","3,202.25","3,260.75",707.30,133193,2182144
05-07-2022,"3,255.00","3,272.00","3,206.95","3,216.30",703.73,112716,2170627
04-07-2022,"3,312.00","3,317.95","3,225.05","3,235.05",853.19,141398,2622535
01-07-2022,"3,260.00","3,333.00","3,252.05","3,315.10",493.04,112046,1502879
30-06-2022,"3,272.00","3,310.90","3,255.00","3,267.10",891.26,162335,2719603
29-06-2022,"3,271.00","3,333.00","3,271.00","3,290.50",705.46,107778,2133994
28-06-2022,"3,307.00","3,330.00","3,272.60","3,318.15",462.44,84893,1400046
27-06-2022,"3,350.00","3,362.90","3,306.50","3,314.70",678.97,97090,2037686
24-06-2022,"3,339.00","3,345.00","3,277.50","3,293.10",703.89,138562,2132118
23-06-2022,"3,222.95","3,318.00","3,222.95","3,308.80","1,210.65",185416,3692578
22-06-2022,"3,199.90","3,250.55","3,183.00","3,222.95","1,074.49",156829,3336315
21-06-2022,"3,130.00","3,237.75","3,125.40","3,211.95",948.61,128742,2964461
20-06-2022,"3,094.00","3,138.75","3,069.00","3,112.40",467.04,115135,1502769
17-06-2022,"3,092.00","3,118.75","3,023.85","3,088.90","1,609.17",251011,5240434
16-06-2022,"3,240.00","3,244.85","3,133.05","3,142.00",646.99,130733,2032028
15-06-2022,"3,218.50","3,234.00","3,201.00","3,206.30",451.74,70725,1404536
14-06-2022,"3,190.00","3,238.90","3,174.70","3,210.55",840.14,124729,2611493
13-06-2022,"3,290.00","3,293.00","3,192.45","3,219.60",979.78,205631,3030921
10-06-2022,"3,382.00","3,393.00","3,352.00","3,359.90",514.64,104326,1527582
09-06-2022,"3,385.00","3,437.00","3,353.10","3,427.10",435.85,93783,1279197
08-06-2022,"3,380.15","3,413.95","3,346.50","3,404.15",738.99,108659,2185707
07-06-2022,"3,401.05","3,418.85","3,356.00","3,362.70",779.07,97752,2308256
06-06-2022,"3,418.00","3,453.00","3,377.15","3,430.95",370.59,73792,1084210
03-06-2022,"3,459.40","3,477.30","3,431.20","3,440.15",662.42,100866,1913622
02-06-2022,"3,355.00","3,432.00","3,346.30","3,423.00",905.41,136202,2657939
01-06-2022,"3,388.00","3,388.00","3,340.05","3,355.20",502.18,104290,1493835
31-05-2022,"3,354.15","3,383.40","3,325.00","3,364.35","1,627.40",121044,4840965
30-05-2022,"3,297.00","3,386.60","3,286.35","3,375.25",703.20,157476,2094624
27-05-2022,"3,253.20","3,278.90","3,229.20","3,261.30","1,009.97",180755,3103153
26-05-2022,"3,191.00","3,241.50","3,180.55","3,226.95",901.25,180988,2813186
25-05-2022,"3,292.85","3,292.85","3,154.05","3,167.65","1,133.77",234787,3548046
24-05-2022,"3,315.15","3,324.85","3,275.60","3,288.00",564.04,113563,1711510
23-05-2022,"3,304.80","3,338.90","3,267.00","3,321.75",759.35,139905,2293690
20-05-2022,"3,310.00","3,313.90","3,270.05","3,293.00","1,008.75",157647,3065125
19-05-2022,"3,397.00","3,405.00","3,230.00","3,261.95","1,532.32",377211,4642963
18-05-2022,"3,465.00","3,495.00","3,443.05","3,448.80",647.33,114108,1866781
17-05-2022,"3,370.00","3,467.00","3,350.40","3,451.60",598.23,126169,1754076
16-05-2022,"3,415.00","3,430.00","3,366.60","3,376.80",406.46,84979,1195813
13-05-2022,"3,435.00","3,439.90","3,382.15","3,414.90",746.01,148468,2187823
12-05-2022,"3,378.00","3,449.70","3,350.10","3,408.65",958.91,194805,2807195
11-05-2022,"3,435.00","3,448.45","3,382.15","3,412.00",628.35,144928,1841769
10-05-2022,"3,434.00","3,464.80","3,422.00","3,438.75",559.58,145050,1622685
09-05-2022,"3,398.00","3,456.00","3,346.85","3,445.10",846.54,163369,2481830
06-05-2022,"3,459.00","3,474.50","3,424.50","3,432.60",692.63,184661,2010812
05-05-2022,"3,512.10","3,533.00","3,485.35","3,513.40",566.08,93993,1612262
04-05-2022,"3,538.50","3,545.45","3,465.30","3,479.75",809.66,174763,2305825
02-05-2022,"3,519.90","3,547.95","3,492.75","3,542.40",466.22,118662,1324161
29-04-2022,"3,597.00","3,623.25","3,536.85","3,546.70",733.64,107015,2051115
28-04-2022,"3,588.00","3,604.40","3,538.05","3,584.30",608.89,122574,1703660
27-04-2022,"3,546.00","3,568.45","3,506.30","3,561.20",611.66,111612,1727648
26-04-2022,"3,575.15","3,587.90","3,518.15","3,546.30",690.06,139910,1943469
25-04-2022,"3,558.00","3,584.00","3,533.10","3,548.20",697.58,146368,1960694
22-04-2022,"3,581.10","3,617.00","3,571.50","3,612.55",569.65,93552,1581465
21-04-2022,"3,580.00","3,644.00","3,567.40","3,628.65",825.54,136751,2280996
20-04-2022,"3,500.00","3,569.15","3,480.00","3,556.80",936.47,185024,2640370
19-04-2022,"3,550.00","3,563.55","3,439.15","3,471.90","1,112.21",208443,3170014
18-04-2022,"3,610.00","3,610.00","3,522.50","3,528.05","1,355.91",324929,3820792
13-04-2022,"3,707.00","3,709.85","3,655.55","3,661.95",595.73,103822,1621672
12-04-2022,"3,683.00","3,739.00","3,648.35","3,691.10","1,661.73",254563,4483476
11-04-2022,"3,690.00","3,712.35","3,656.10","3,696.40",845.72,171882,2291660
08-04-2022,"3,690.00","3,705.00","3,642.50","3,685.65",844.60,134082,2296773
07-04-2022,"3,745.50","3,745.50","3,679.00","3,684.15",924.40,149240,2494829
06-04-2022,"3,809.30","3,809.30","3,731.15","3,755.35",771.85,132368,2051729
05-04-2022,"3,772.00","3,835.60","3,772.00","3,814.80",882.70,163963,2314947
04-04-2022,"3,762.00","3,780.00","3,737.10","3,770.35",554.90,101419,1472994
01-04-2022,"3,748.00","3,763.00","3,728.05","3,758.75",519.77,91136,1387014
31-03-2022,"3,740.00","3,754.65","3,720.20","3,739.95",811.62,146788,2168110
30-03-2022,"3,738.00","3,738.00","3,706.20","3,731.55",589.57,109724,1583455
29-03-2022,"3,694.75","3,722.00","3,691.00","3,705.35",996.86,166424,2689063
28-03-2022,"3,695.00","3,713.00","3,661.20","3,707.70",649.78,119630,1760990
25-03-2022,"3,759.90","3,779.50","3,672.00","3,707.45",628.14,101622,1690133
24-03-2022,"3,700.00","3,758.20","3,695.00","3,749.85",703.01,86810,1879046
23-03-2022,"3,708.00","3,729.80","3,690.00","3,712.40",591.90,82816,1596195
22-03-2022,"3,640.00","3,711.00","3,625.00","3,700.95","1,068.29",124599,2907611
21-03-2022,"3,696.00","3,713.95","3,615.00","3,626.70",881.12,131933,2413831
17-03-2022,"3,696.60","3,710.00","3,660.30","3,672.75","1,327.05",139747,3600452
16-03-2022,"3,640.50","3,668.00","3,616.25","3,655.90","1,125.22",94898,3090475
15-03-2022,"3,659.00","3,659.00","3,585.40","3,593.90","1,324.60",154118,3651133
14-03-2022,"3,580.00","3,648.35","3,580.00","3,643.00",639.25,119156,1765688
11-03-2022,"3,603.25","3,639.85","3,592.85","3,599.15",586.94,119798,1623423
10-03-2022,"3,684.00","3,684.00","3,615.00","3,620.95",729.97,129608,2005441
09-03-2022,"3,605.00","3,654.00","3,597.05","3,632.60",987.72,171411,2719654
08-03-2022,"3,460.00","3,609.00","3,460.00","3,599.95","1,178.76",182907,3300992
07-03-2022,"3,450.00","3,548.00","3,431.55","3,484.90","1,066.34",240636,3054130
04-03-2022,"3,501.50","3,561.20","3,487.05","3,524.35",835.65,150154,2370257
03-03-2022,"3,562.85","3,578.60","3,530.10","3,544.40",685.08,162316,1928039
02-03-2022,"3,552.50","3,571.95","3,506.00","3,546.15",976.73,159497,2761341
28-02-2022,"3,490.00","3,563.75","3,455.90","3,554.20","1,160.95",157832,3288942
25-02-2022,"3,468.00","3,530.00","3,462.00","3,520.75",894.52,178046,2549723
24-02-2022,"3,474.00","3,483.85","3,391.10","3,401.65","1,733.73",344070,5039136
23-02-2022,"3,611.00","3,622.90","3,555.65","3,563.80",868.95,166091,2426203
22-02-2022,"3,650.00","3,667.90","3,570.00","3,586.40","1,945.33",334519,5408531
21-02-2022,"3,810.00","3,827.80","3,705.55","3,719.40","2,797.13",521065,7465922
18-02-2022,"3,769.00","3,815.95","3,757.60","3,793.90","1,397.55",286278,3688883
17-02-2022,"3,825.00","3,835.00","3,779.00","3,784.20","1,190.00",259784,3134372
16-02-2022,"3,844.00","3,854.10","3,806.00","3,813.10","1,245.09",224789,3256906
15-02-2022,"3,786.00","3,835.00","3,748.00","3,817.80","1,487.85",347451,3931683
14-02-2022,"3,724.00","3,793.25","3,710.00","3,733.75","2,231.81",452110,5951745
11-02-2022,"3,752.50","3,752.50","3,690.00","3,694.95","1,426.46",242420,3851488
10-02-2022,"3,789.80","3,789.80","3,758.00","3,770.35",796.70,127158,2112459
09-02-2022,"3,750.00","3,777.95","3,746.10","3,760.55",616.49,124222,1638721
08-02-2022,"3,791.55","3,799.70","3,721.00","3,743.45","1,102.41",209984,2946443
07-02-2022,"3,791.00","3,831.80","3,756.15","3,779.00",727.59,159690,1919149
04-02-2022,"3,815.30","3,824.70","3,769.00","3,814.90",877.73,160651,2307366
03-02-2022,"3,851.00","3,882.50","3,816.05","3,824.60",754.92,137513,1960538
02-02-2022,"3,827.90","3,864.00","3,800.65","3,856.20",762.20,139468,1984212
01-02-2022,"3,770.00","3,808.00","3,736.40","3,800.65",796.06,149564,2105169
31-01-2022,"3,749.00","3,758.00","3,721.40","3,736.25","1,024.81",193114,2739393
28-01-2022,"3,646.00","3,729.80","3,646.00","3,690.05","1,164.15",226989,3143862
27-01-2022,"3,731.00","3,733.40","3,625.10","3,649.25","2,098.10",473910,5718297
25-01-2022,"3,769.50","3,809.40","3,722.20","3,769.90","1,253.32",298567,3330501
24-01-2022,"3,840.00","3,849.65","3,740.10","3,771.35","1,232.68",288359,3258414
21-01-2022,"3,807.00","3,851.55","3,771.10","3,833.50","1,189.10",240408,3112358
20-01-2022,"3,910.00","3,920.00","3,811.00","3,826.55","2,373.76",349194,6176776
19-01-2022,"4,012.00","4,012.00","3,910.50","3,914.65","1,221.52",260043,3102539
18-01-2022,"4,033.95","4,041.70","3,980.00","3,990.60",957.96,185771,2389041
17-01-2022,"3,992.70","4,043.00","3,962.30","4,019.15","1,380.60",230947,3442604
14-01-2022,"3,877.85","3,977.00","3,860.05","3,968.15","1,313.89",213960,3348123
13-01-2022,"3,918.00","3,923.00","3,857.00","3,897.90","2,601.43",401435,6684507
12-01-2022,"3,925.00","3,929.00","3,836.55","3,859.90","1,241.18",241232,3203744
11-01-2022,"3,856.00","3,925.00","3,856.00","3,915.90",742.80,160870,1906106
10-01-2022,"3,978.00","3,978.00","3,861.00","3,879.85","1,534.62",247085,3937092
07-01-2022,"3,820.00","3,864.90","3,796.40","3,853.50",944.63,157006,2460591
06-01-2022,"3,812.00","3,835.00","3,772.00","3,807.45",688.45,135529,1810293
05-01-2022,"3,865.00","3,870.00","3,812.40","3,860.95",666.81,136018,1733031
04-01-2022,"3,831.10","3,889.15","3,811.70","3,884.75",960.43,141253,2488606
03-01-2022,"3,750.00","3,830.00","3,745.00","3,817.75",893.28,143798,2346158
31-12-2021,"3,742.80","3,760.00","3,731.30","3,738.35",452.01,101227,1207141
30-12-2021,"3,681.35","3,740.00","3,680.00","3,733.75",732.61,105274,1966475
29-12-2021,"3,692.25","3,719.95","3,685.00","3,694.70",539.78,94120,1456923
28-12-2021,"3,710.00","3,725.00","3,693.85","3,706.55",540.70,83968,1456218
27-12-2021,"3,671.00","3,700.00","3,653.10","3,696.10",565.28,80828,1534135
24-12-2021,"3,685.00","3,705.00","3,644.80","3,670.90",811.77,88664,2209923
23-12-2021,"3,648.00","3,670.50","3,630.00","3,662.70",655.56,98445,1792861
22-12-2021,"3,624.00","3,636.80","3,606.25","3,630.75",443.92,102255,1224328
21-12-2021,"3,582.65","3,641.20","3,566.40","3,608.30",846.79,118423,2340989
20-12-2021,"3,589.00","3,606.00","3,510.15","3,556.90",825.33,146094,2312310
17-12-2021,"3,602.50","3,651.35","3,573.70","3,584.35","1,564.10",213460,4333992
16-12-2021,"3,582.00","3,608.45","3,570.00","3,581.60",742.50,93950,2072320
15-12-2021,"3,620.00","3,623.00","3,558.15","3,570.35",573.16,109534,1603233
14-12-2021,"3,605.00","3,635.00","3,576.70","3,623.80",632.07,105436,1747007
13-12-2021,"3,650.00","3,662.00","3,601.70","3,609.65",683.21,93875,1883864
10-12-2021,"3,585.00","3,642.00","3,575.10","3,636.80",545.56,69648,1510718
09-12-2021,"3,610.00","3,634.75","3,566.00","3,601.75",563.47,100995,1567957
08-12-2021,"3,601.00","3,646.45","3,601.00","3,626.90",518.75,88625,1428660
07-12-2021,"3,562.50","3,598.00","3,524.30","3,584.50",530.33,107141,1484458
06-12-2021,"3,640.45","3,658.00","3,522.00","3,536.40",663.22,117199,1849642
03-12-2021,"3,646.45","3,665.95","3,630.85","3,640.45",906.15,136470,2486263
02-12-2021,"3,589.20","3,648.00","3,574.10","3,642.90","1,139.54",146031,3152938
01-12-2021,"3,535.00","3,590.00","3,535.00","3,577.80",750.15,177235,2102118
30-11-2021,"3,491.00","3,563.75","3,491.00","3,529.15","1,975.78",208979,5588446
29-11-2021,"3,447.15","3,529.35","3,406.45","3,502.00","1,040.71",206893,2981745
26-11-2021,"3,425.00","3,490.00","3,411.90","3,446.85",670.59,156945,1941251
25-11-2021,"3,443.90","3,463.00","3,434.05","3,445.90",638.40,102359,1849619
24-11-2021,"3,472.20","3,493.05","3,424.00","3,443.30",750.08,163891,2161746
23-11-2021,"3,445.00","3,480.95","3,407.80","3,464.25",744.03,160137,2153461
22-11-2021,"3,478.40","3,515.95","3,440.30","3,458.40","1,103.23",169460,3167936
18-11-2021,"3,515.15","3,520.85","3,451.60","3,475.70",743.21,135284,2136598
17-11-2021,"3,550.60","3,562.85","3,506.40","3,521.90",577.05,126358,1632914
16-11-2021,"3,569.00","3,575.55","3,542.00","3,556.40",716.86,105284,2013204
15-11-2021,"3,528.00","3,569.60","3,528.00","3,553.30",643.05,113981,1809157
12-11-2021,"3,506.00","3,534.15","3,485.70","3,526.05",613.20,98323,1747259
11-11-2021,"3,480.00","3,510.05","3,436.00","3,488.20",445.03,98386,1284514
10-11-2021,"3,498.00","3,519.70","3,480.20","3,484.30",529.88,115924,1516489
09-11-2021,"3,508.00","3,535.00","3,496.00","3,505.70",625.46,90441,1782692
08-11-2021,"3,548.00","3,548.00","3,481.20","3,502.75",884.96,144893,2526082
04-11-2021,"3,512.95","3,513.25","3,505.00","3,508.65",115.45,42244,328991
03-11-2021,"3,504.20","3,519.90","3,466.05","3,492.25",537.03,98779,1537639
